Product_Name,Grade,Generic_Polymer_Type,Generic_Polymer_Symbol,Density_g/cm^3,Polymer_Code,Tensile_Strength_at_Yield_MPa,Melting_Temperature_°C,Flexural_Modulus_MPa,Flexural_Strength_MPa,Tensile_Modulus_MPa,Tensile_Strength_at_Break_MPa,Tensile_Elongation_at_Yield_%_strain,Tensile_Elongation_at_Break_%_strain,Izod_Notched_Impact_23°C_kJ/m^2,Hardness_Rockwell_R,Hardness_Shore_D
KYDEX®,5115,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.35,(PVC+PMMA),,,2710.0,75.8,2670.0,,,,70.58823529411765,110.0,
KYDEX®,5555,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.52,(PVC+PMMA),,,3870.0,81.2,3520.0,,,,,111.0,
KYDEX®,5555 MB,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.52,(PVC+PMMA),,,3830.0,81.2,3520.0,,,,,111.0,
KYDEX®,5555HI,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.48,(PVC+PMMA),,,3150.0,71.7,3260.0,,,,,106.0,
KYDEX®,6503,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.48,(PVC+PMMA),,,3000.0,83.0,3290.0,,,,,98.0,
KYDEX®,6513,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.48,(PVC+PMMA),,,3360.0,82.7,3360.0,,,,,108.0,
KYDEX®,6565HI,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.46,(PVC+PMMA),,,2750.0,66.7,2720.0,,,,,100.0,
KYDEX®,6565HI-ION,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.46,(PVC+PMMA),,,2230.0,59.3,2830.0,,,,,,
KYDEX®,XD,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.35,(PVC+PMMA),,,2480.0,66.0,2420.0,,,130.0,78.43137254901961,94.0,
KYDEX®,XD MB,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.35,(PVC+PMMA),,,2480.0,66.0,2420.0,,,130.0,78.43137254901961,94.0,
KYDEX®,XDWG,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,,(PVC+PMMA),,,,,,,,,,,
ALLEN®,5060WLG,Acrylonitrile Styrene Acrylate + ABS,ASA+ABS,1.03,(ASA+ABS),,,1990.0,63.4,1910.0,,,,27.450980392156865,,
ALLEN®,5075WMG,Acrylonitrile Styrene Acrylate + ABS,ASA+ABS,1.07,(ASA+ABS),,,2040.0,61.9,88.3,,,,38.23529411764706,,
ALLEN®,5155WHG,Acrylonitrile Styrene Acrylate + ABS,ASA+ABS,1.02,(ASA+ABS),34.4,,2000.0,55.8,,,,,31.372549019607845,,
ALLEN®,5225WLG,Acrylonitrile Styrene Acrylate + PC + ABS,ASA+PC+ABS,1.12,(ASA+PC+ABS),,,1970.0,65.5,1990.0,,,,43.13725490196079,104.0,
ALLEN®,6010M,Acrylonitrile Butadiene Styrene + Acrylic (PMMA),ABS+PMMA,1.05,(ABS+PMMA),,,2120.0,61.5,2020.0,,,,42.15686274509804,98.0,
ALLEN®,6280HG,Acrylonitrile Butadiene Styrene + Acrylic (PMMA),ABS+PMMA,1.06,(ABS+PMMA),,,1990.0,64.7,1980.0,,,,19.607843137254903,99.0,
KumhoSunny ASA,XC190,Acrylonitrile Styrene Acrylate,ASA,1.07,ASA,,,2000.0,58.0,2000.0,,,10.0,17.647058823529413,110.0,
KumhoSunny ASA,XC200,Acrylonitrile Styrene Acrylate,ASA,1.07,ASA,,,2200.0,72.0,,,,25.0,16.666666666666668,,
KumhoSunny ASA,XC230G,Acrylonitrile Styrene Acrylate,ASA,1.08,ASA,,,2300.0,65.0,,,,20.0,10.0,110.0,
SHIN-A,SAP-4523XB60,"Acrylic, Unspecified","Acrylic, Unspecified",,PMMA,,,,,,,,,,,
SHIN-A,SAP-6318XB35,"Acrylic, Unspecified","Acrylic, Unspecified",,PMMA,,,,,,,,,,,
Sindustris PC,SG5010FA,Polycarbonate + ABS + Acrylic (PMMA),PC+ABS+PMMA,1.18,(PC+ABS+PMMA)-FR,67.7,,2790.0,103.0,,,,50.0,8.137254901960786,,
SITRAROY,1830 / C9005,Polycarbonate + ASA,PC+ASA,1.14,(ASA+PC),50.0,,,,,40.0,,,,,
SITRALIN,15E-TF10-HK-GF10 / C6PS,Acrylonitrile Styrene Acrylate + PA,ASA+Nylon,1.22,(ASA+PA)-GF10-L,46.0,,,,3700.0,45.0,5.0,,,,
SCANBLEND,FS7 FR UV,Polycarbonate + ASA,PC+ASA,1.2,(ASA+PC)-FR,,,2400.0,80.0,,45.0,6.0,,,,
POLYasa,3010F,Acrylonitrile Styrene Acrylate,ASA,1.03,ASA,,,2600.0,85.0,,42.0,6.0,,,,
Plaskolite Acrylic,PL-150,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,66.2,138.0,,,2900.0,,,,2.058823529411765,,
Plaskolite Acrylic,PL-25,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA-L,72.4,157.0,,,2960.0,,,,2.058823529411765,,
Plaskolite Acrylic,PL-30,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,72.4,157.0,,,2960.0,,,,2.058823529411765,,
Optix®,CA-1000 I,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,1700.0,66.0,1700.0,,,16.0,5.784313725490197,,
Optix®,CA-86,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3100.0,117.0,3200.0,,,5.0,1.8627450980392157,,
Optix®,CA-924,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,2300.0,86.0,2200.0,,,5.0,3.1372549019607847,,
Plastiglas,Chemcast® HI,"Acrylic, Unspecified","Acrylic, Unspecified",1.18,PMMA,,140.0,,75.8,2340.0,,,2.7,,,
Cevian®,K160,"Acrylic, Unspecified","Acrylic, Unspecified",1.19,PMMA,63.4,,,91.0,,,,5.0,2.058823529411765,,
POLYCASA® ACRYL,G 77,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA-I,,,,110.0,3200.0,60.0,,3.0,,,
POLYCASA® ACRYL,G 88 E,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA-I,,,,120.0,3200.0,70.0,,17.0,,,
POLYCASA®,CAST Beaute,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),,PMMA,,,,,,,,,,,
UNIBRITE®,UA-1500,Acrylonitrile Styrene Acrylate,ASA,1.04,ASA,44.0,,2150.0,67.0,,,,,,108.0,
NOVABLEND PC/ASA,T85,Polycarbonate + ASA,PC+ASA,,(ASA+PC),,,,,,,,,34.31372549019608,,
SUNIGUM®,P95,"Acrylic, Unspecified","Acrylic, Unspecified",1.1,PMMA,,,,,,,,,,,
ALTECH® PC + ASA,ECO 1000/506,Polycarbonate + ASA,PC+ASA,1.26,(ASA+PC),57.0,,2600.0,74.0,2400.0,,5.0,69.0,,,
ALTECH® PBT + ASA,A 2020/510 GF20,Polybutylene Terephthalate + ASA,PBT+ASA,1.41,(ASA+PBT)-I-GF,,226.0,5960.0,150.0,6850.0,,,2.0,,,
Nanjing Julong,ASA-S03,Acrylonitrile Styrene Acrylate,ASA,1.09,ASA,,,2250.0,69.0,,,,3.0,10.0,,
Compoceran,AC601,"Acrylic, Unspecified","Acrylic, Unspecified",,PMMA,,,,,,,,,,,
Beamset,1700CPE,"Acrylic, Unspecified","Acrylic, Unspecified",,PMMA,,,,,,,,,,,
Beamset,EL-1,"Acrylic, Unspecified","Acrylic, Unspecified",,PMMA,,,,,,,,,,,
Lotader®,3410,Ethylene Acrylic Ester Terpolymer,Ethylene Acrylic Ester Terpolymer,0.94,EAET,,89.0,24.0,,,8.0,,700.0,,,32.0
Lotader®,AX8750,Ethylene Acrylate Terpolymer,Ethylene Acrylate Terpolymer,0.93,EAT-I,,74.0,14.0,,12.0,5.0,,840.0,,,26.0
Lotader®,LX4110,Ethylene Acrylic Ester Terpolymer,Ethylene Acrylic Ester Terpolymer,0.94,EAET,,105.0,140.0,,,11.0,,650.0,,,46.0
DELPET™,80EB,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,77.0,,8.0,,,
DELPET™,80N,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,77.0,,6.0,,,
DELPET™,80NB,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,77.0,,8.0,,,
DELPET™,80NE,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,77.0,,6.0,,,
DELPET™,981J,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.2,PMMA,,,3400.0,130.0,3400.0,77.0,,5.0,,,
DELPET™,LP-1,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,77.0,,8.0,,,
DELPET™,SR6500,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.14,PMMA,,,1300.0,50.0,1300.0,30.0,,70.0,,90.0,
DELPET™,SR8350,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,1800.0,70.0,1800.0,40.0,,40.0,,106.0,
DELPET™,SRE255,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,2300.0,94.0,2300.0,54.0,,40.0,,,
Edgetek™,ET3500-5003,Polycarbonate + ASA,PC+ASA,1.23,(ASA+PC)-GF10,,,,,5900.0,100.0,,2.2,,,
PRECITE®,V GF 20 2 natural (7737),Polybutylene Terephthalate + ASA,PBT+ASA,1.34,(ASA+PBT)-GF20,,,,,6500.0,110.0,,2.7,,,
PRECITE®,V GF 20 black (7736),Polybutylene Terephthalate + ASA,PBT+ASA,1.34,(ASA+PBT)-GF20,,,,,6500.0,110.0,,2.7,,,
ColorFast®,ACR100IM,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.15,PMMA,37.9,,1860.0,68.9,,,5.0,35.0,5.784313725490197,,
CONAP®,CE-1170,"Acrylic, Unspecified","Acrylic, Unspecified",0.948,PMMA,,,,,,,,,,,
AuroraShield™,0506,Acrylonitrile Styrene Acrylate,ASA,1.04,ASA,41.4,,2240.0,72.4,,,,4.0,31.372549019607845,,
Dynacom,S-210B,Acrylonitrile Styrene Acrylate,ASA,1.06,ASA,,,2250.0,64.0,,,,20.0,9.607843137254903,112.0,
Dynacom,TW-20,Acrylonitrile Styrene Acrylate,ASA,1.08,ASA,,,2000.0,66.0,,,,20.0,11.764705882352942,108.0,
Loyblend®,HA-1300,Acrylonitrile Butadiene Styrene + Acrylic (PMMA),ABS+PMMA,1.1,(ABS+PMMA),,,2640.0,80.0,3000.0,,,40.0,9.313725490196079,115.0,
DURALOY,ASA0057,Acrylonitrile Styrene Acrylate,ASA,1.08,ASA,,,2170.0,64.0,,33.0,,3.6,39.21568627450981,,
Bayblend®,W85 HI,Polycarbonate + ASA,PC+ASA,1.17,(ASA+PC),56.0,,,,2250.0,58.0,5.0,50.0,48.0,,
LONGLITE® PBT,7015-104SLR,Polybutylene Terephthalate + ASA,PBT+ASA,1.3,(ASA+PBT)-GF15,,225.0,4000.0,125.0,5500.0,90.0,,2.7,,,
LONGLITE® PBT,7030-200X,Polybutylene Terephthalate + ASA,PBT+ASA,1.47,(ASA+PBT)-GF30,,225.0,7500.0,200.0,9500.0,135.0,,2.8,,,
KIBILAC®,PW-957,Acrylonitrile Styrene Acrylate,ASA,1.07,ASA,46.0,,2200.0,67.0,,33.0,,40.0,9.0,,
ACRYREX®,CM-211G,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,,9.51,,,,7.0,2.0,,
CPDC,CAZ101HG,Polycarbonate + ASA,PC+ASA,1.1,(ASA+PC),58.8,,2060.0,66.7,,,,80.0,58.82352941176471,,
Crastin®,LW9020 BK580,Polybutylene Terephthalate + ASA,PBT+ASA,1.35,(ASA+PBT)-GF20,,225.0,6200.0,160.0,7000.0,110.0,,2.5,7.0,,
Crastin®,LW9020FR BK851,Polybutylene Terephthalate + ASA,PBT+ASA,1.5,(ASA+PBT)-GF20-FR,,225.0,,140.0,7800.0,100.0,,2.0,5.5,,
Crastin®,LW9030 NC010,Polybutylene Terephthalate + ASA,PBT+ASA,1.44,(ASA+PBT)-GF30,,225.0,8500.0,190.0,9500.0,130.0,,2.5,8.0,,
Crastin®,LW9030FR NC010,Polybutylene Terephthalate + ASA,PBT+ASA,1.57,(ASA+PBT)-GF30-FR,,224.0,,180.0,10000.0,120.0,,1.8,7.0,,
Ultrafuse,ASA,Acrylonitrile Styrene Acrylate,ASA,1.07,ASA,,,1730.0,59.4,1830.0,,,4.5,8.7,,
Ultradur®,S 4090 G4 BK05110,Polybutylene Terephthalate + ASA,PBT+ASA,1.39,(ASA+PBT)-GF20,,,6400.0,,6900.0,100.0,,2.5,7.0,,
Unibrite,UA-1300(IN) B2,Acrylonitrile Styrene Acrylate,ASA,1.05,ASA,,,2110.0,68.6,,,,,17.647058823529413,111.0,
Unibrite,UA-1831(IN)B1,Acrylonitrile Styrene Acrylate,ASA,1.06,ASA,,,1960.0,63.7,,,,,12.745098039215687,109.0,
Abstron,IM17SHG,Acrylonitrile Butadiene Styrene + Acrylic (PMMA),ABS+PMMA,1.06,(ABS+PMMA),49.0,,2350.0,69.6,,,,,13.725490196078432,110.0,
Boltaron,4320,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.35,(PVC+PMMA),,,2130.0,60.0,,,,,107.84313725490196,106.0,
Boltaron,4330HI,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.41,(PVC+PMMA),,,2280.0,63.0,,,,,93.13725490196079,,
Boltaron,4385,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.3,(PVC+PMMA),,,2120.0,66.9,1720.0,,,,117.64705882352942,,
Boltaron,4800N,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.38,(PVC+PMMA),41.0,,2280.0,,2550.0,,,,26.47058823529412,106.0,
Boltaron,9815N,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.46,(PVC+PMMA),,,2830.0,60.0,,,,,16.666666666666668,106.0,
Boltaron,Rigiwall® 4323,Polyvinyl Chloride + Acrylic (PMMA),PVC+PMMA,1.41,(PVC+PMMA),,,2210.0,65.6,,,,,50.98039215686275,110.0,
Badalac®,ASA/PC 120 H UV AS,Polycarbonate + ASA,PC+ASA,1.15,(ASA+PC),53.0,,,,2100.0,,5.0,,,,
Badalac®,PC/ASA 110 TM-Z1 H UV,Polycarbonate + ASA,PC+ASA,1.15,(ASA+PC),60.0,,,,2300.0,,5.0,,,,
Badadur®,PBT/ASA 28 GF30,Polybutylene Terephthalate + ASA,PBT+ASA,1.38,(ASA+PBT)-GF30,,,,,8700.0,120.0,,2.0,,,
3DXMAX®,ASA 3D Filament,Acrylonitrile Styrene Acrylate,ASA,1.07,ASA,,,1960.0,78.0,2010.0,,,10.0,,,
Starex,LD-0955,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,55.0,,2500.0,90.0,2500.0,45.0,,10.0,1.9607843137254903,117.0,
Maxiglas®,MG845,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3330.0,108.0,,,,6.0,,,
Stat-Rite®,M809,"Acrylic, Unspecified","Acrylic, Unspecified",1.13,PMMA,27.0,,1450.0,,1450.0,,,30.0,13.725490196078432,,
TufCoat®,4400,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.15,PMMA,,,2200.0,91.6,2540.0,,,13.0,3.4,,
TufCoat®,SR10,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3400.0,97.0,,,,3.5,2.2,,
Elvakon®,4474,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,2500.0,85.0,,,,15.0,3.6,,
Diakon®,CLH952,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3200.0,115.0,,,,5.0,1.9,,
Diakon®,CMG302,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3200.0,110.0,,,,5.0,1.8,,
Diakon®,CMG334V,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3200.0,115.0,,,,5.0,2.0,,
Diakon®,CRG812,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,2000.0,70.0,,,,25.0,6.0,,
Diakon®,Frost 902 80,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.2,PMMA,,,3100.0,88.0,,,,2.6,1.4,,
Diakon®,Frost 952 51,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3400.0,103.0,,,,4.0,1.6,,
Diakon®,Frost 952 60,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3200.0,120.0,,,,6.4,1.6,,
Diakon®,IM15575,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.13,PMMA,,,1400.0,47.0,,,,,6.3,,
Diakon®,LG703,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3000.0,110.0,,,,5.0,1.8,,
Diakon®,Rapide CLG910B,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,,,3100.0,61.0,,,,3.1,,,
Diakon®,ST45G8,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.15,PMMA,,,1700.0,60.0,,,,35.0,7.5,,
ACRYPET™,MF,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3200.0,120.0,,,,4.0,2.1,,
HARMON(i)A®,PMMA 3050,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,,,3200.0,75.0,,5.0,,,
LX PMMA,BA123,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.11,PMMA,,,,,,,,,,,
LX PMMA,BA124,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.11,PMMA,,,,,,,,,,,
LX PMMA,BA141,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.12,PMMA,,,,,,,,,,,
LX PMMA,BA611,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.21,PMMA,,,,,,,,,,,
LX PMMA,HC349,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,2400.0,79.0,3200.0,41.0,,23.0,,,
LX PMMA,HI552,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,2400.0,92.0,2200.0,52.0,,25.0,,,
LX PMMA,HI555,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,1800.0,65.0,1600.0,38.0,,45.0,,,
LX PMMA,HI835H,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,1.5,57.0,1500.0,37.0,,54.0,,,
LX PMMA,HI835HU,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,1600.0,60.0,1500.0,37.0,,41.0,,,
LX PMMA,HI835MS,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,2400.0,84.0,2.5,49.0,,28.0,,,
LX PMMA,HI835S,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,1800.0,67.0,1800.0,39.0,,46.0,,,
LX PMMA,HI855HU,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.16,PMMA,,,1500.0,54.0,1500.0,33.0,,41.0,,,
LX PMMA,HI855S,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA,,,1800.0,64.0,1800.0,35.0,,49.0,,,
LX PMMA,HP05,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.18,PMMA,68.6,,3290.0,,,,16.0,,,,
LX PMMA,ID168,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),,PMMA,,,,,,,,,,,
LX PMMA,ID178,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),,PMMA,,,,,,,,,,,
LX PMMA,ID187,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),,PMMA,,,,,,,,,,,
LX PMMA,IH830C,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3000.0,113.0,2900.0,74.0,,5.0,,,
LX PMMA,IH830CA,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3000.0,115.0,2900.0,70.0,,7.5,,,
LX PMMA,IH830U1,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3100.0,120.0,3000.0,71.0,,5.8,,,
Mar-Pol,PMMA GP1.8,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3380.0,117.0,3380.0,,,4.2,1.0784313725490198,,
SHINKOLITE™,DX,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,,120.0,3200.0,74.0,,4.5,,,
ACRYPLEN™,HBA002P,"Film, PMMA","Film, PMMA",1.14,PMMA,,,,,,,,,,,
ACRYPET™,IR G304,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.17,PMMA-I,,,2400.0,97.0,2300.0,,,20.0,,120.0,
ACRYPET™,IR H70,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.14,PMMA-I,,,1500.0,57.0,1400.0,,,65.0,,93.0,
ACRYPET™,TF8,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,125.0,3300.0,,,3.0,,,
ACRYPET™,TF9,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,115.0,3200.0,,,2.0,,,
ACRYPET™,VH5,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,130.0,3300.0,,,3.0,,,
ACRYPET™,VHM,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.19,PMMA,,,3300.0,135.0,3300.0,,,5.0,,,
ACRYPET™,VR L40,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.14,PMMA-I,,,2000.0,78.0,2000.0,,,35.0,,115.0,
ACRYPET™,VR S40,"Acrylic, Polymethyl Methacrylate",Acrylic (PMMA),1.14,PMMA-I,,,1900.0,69.0,1900.0,,,35.0,,113.0,
ALCOM®,CFX ASA 1000 UV 15116 SV1163-15MC,Acrylonitrile Styrene Acrylate,ASA,1.08,ASA,44.0,,2500.0,65.0,2300.0,,2.7,15.0,,,
ALCOLOR® SMMA,FC BL5029-18,"Acrylic, Styrene Methyl Methacrylate Copolymer",Acrylic (SMMA),,SMMA,,,,,,,,,,,
ALCOLOR® SMMA,FC GN5031-18,"Acrylic, Styrene Methyl Methacrylate Copolymer",Acrylic (SMMA),,SMMA,,,,,,,,,,,
